100×13 DataFrame
 Row │ seed1   iteration  depositDist                       network                            graphParams1  graphParams2  withdrawRV                         reserveRatio  depositInsuranceQuantile  seed2   key                                started  completed
     │ Int64   Int64      LogNormal…                        SimpleGr…                          Int64         Float64       Distribut…                         Float64       Float64                   Int64   String                             Bool     Bool
─────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  51 │ 110710         11  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  120038  2025-06-20T20:23:35.160-110710-1…    false      false
  52 │ 110710         11  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  254164  2025-06-20T20:23:35.160-110710-2…    false      false
  53 │ 110710         11  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  663959  2025-06-20T20:23:35.160-110710-6…    false      false
  54 │ 110710         11  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0   93029  2025-06-20T20:23:35.160-110710-9…    false      false
  55 │ 110710         11  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  516873  2025-06-20T20:23:35.160-110710-5…    false      false
  56 │ 110710         12  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  495932  2025-06-20T20:23:35.160-110710-4…    false      false
  57 │ 110710         12  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  561280  2025-06-20T20:23:35.160-110710-5…    false      false
  58 │ 110710         12  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  275930  2025-06-20T20:23:35.160-110710-2…    false      false
  59 │ 110710         12  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  335883  2025-06-20T20:23:35.160-110710-3…    false      false
  60 │ 110710         12  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  581317  2025-06-20T20:23:35.160-110710-5…    false      false
  61 │ 110710         13  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  845161  2025-06-20T20:23:35.160-110710-8…    false      false
  62 │ 110710         13  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  442852  2025-06-20T20:23:35.160-110710-4…    false      false
  63 │ 110710         13  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  195140  2025-06-20T20:23:35.160-110710-1…    false      false
  64 │ 110710         13  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  473894  2025-06-20T20:23:35.160-110710-4…    false      false
  65 │ 110710         13  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  590541  2025-06-20T20:23:35.160-110710-5…    false      false
  66 │ 110710         14  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  362050  2025-06-20T20:23:35.160-110710-3…    false      false
  67 │ 110710         14  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  328603  2025-06-20T20:23:35.160-110710-3…    false      false
  68 │ 110710         14  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  846748  2025-06-20T20:23:35.160-110710-8…    false      false
  69 │ 110710         14  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  616312  2025-06-20T20:23:35.160-110710-6…    false      false
  70 │ 110710         14  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  303880  2025-06-20T20:23:35.160-110710-3…    false      false
  71 │ 110710         15  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  703173  2025-06-20T20:23:35.160-110710-7…    false      false
  72 │ 110710         15  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  406606  2025-06-20T20:23:35.160-110710-4…    false      false
  73 │ 110710         15  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  136819  2025-06-20T20:23:35.160-110710-1…    false      false
  74 │ 110710         15  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  449164  2025-06-20T20:23:35.160-110710-4…    false      false
  75 │ 110710         15  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  559596  2025-06-20T20:23:35.160-110710-5…    false      false
  76 │ 110710         16  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  281592  2025-06-20T20:23:35.160-110710-2…    false      false
  77 │ 110710         16  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  815445  2025-06-20T20:23:35.160-110710-8…    false      false
  78 │ 110710         16  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  994160  2025-06-20T20:23:35.160-110710-9…    false      false
  79 │ 110710         16  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  963997  2025-06-20T20:23:35.160-110710-9…    false      false
  80 │ 110710         16  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  481987  2025-06-20T20:23:35.160-110710-4…    false      false
  81 │ 110710         17  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  937082  2025-06-20T20:23:35.160-110710-9…    false      false
  82 │ 110710         17  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  462905  2025-06-20T20:23:35.160-110710-4…    false      false
  83 │ 110710         17  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  837428  2025-06-20T20:23:35.160-110710-8…    false      false
  84 │ 110710         17  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  950126  2025-06-20T20:23:35.160-110710-9…    false      false
  85 │ 110710         17  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  242434  2025-06-20T20:23:35.160-110710-2…    false      false
  86 │ 110710         18  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  432068  2025-06-20T20:23:35.160-110710-4…    false      false
  87 │ 110710         18  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  741496  2025-06-20T20:23:35.160-110710-7…    false      false
  88 │ 110710         18  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  988006  2025-06-20T20:23:35.160-110710-9…    false      false
  89 │ 110710         18  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  549719  2025-06-20T20:23:35.160-110710-5…    false      false
  90 │ 110710         18  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  958977  2025-06-20T20:23:35.160-110710-9…    false      false
  91 │ 110710         19  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  368247  2025-06-20T20:23:35.160-110710-3…    false      false
  92 │ 110710         19  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  784954  2025-06-20T20:23:35.160-110710-7…    false      false
  93 │ 110710         19  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0   99941  2025-06-20T20:23:35.160-110710-9…    false      false
  94 │ 110710         19  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  330933  2025-06-20T20:23:35.160-110710-3…    false      false
  95 │ 110710         19  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  996728  2025-06-20T20:23:35.160-110710-9…    false      false
  96 │ 110710         20  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(6480, [[2, 3,…            10           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  261737  2025-06-20T20:23:35.160-110710-2…    false      false
  97 │ 110710         20  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(13019, [[2, 3…            20           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0   79875  2025-06-20T20:23:35.160-110710-7…    false      false
  98 │ 110710         20  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(32476, [[2, 3…            50           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  887929  2025-06-20T20:23:35.160-110710-8…    false      false
  99 │ 110710         20  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(324778, [[2, …           500           0.3  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  621377  2025-06-20T20:23:35.160-110710-6…    false      false
 100 │ 110710         20  LogNormal{Float64}(μ=1.0, σ=2.0)  SimpleGraph{Int64}(499000, [[2, …          1000           0.0  Truncated(Geometric{Float64}(p=0…          0.25                       0.0  108978  2025-06-20T20:23:35.160-110710-1…    false      false
