2023-02-11T16:16:42.524:31:82,1,0,true,75,true
2023-02-11T16:16:42.524:31:82,1,0,true,82,true
2023-02-11T16:16:42.524:31:82,1,0,true,67,true
2023-02-11T16:16:42.524:31:82,1,0,true,77,true
2023-02-11T16:16:42.524:31:82,1,0,true,66,true
2023-02-11T16:16:42.524:31:82,1,0,true,116,true
2023-02-11T16:16:42.524:31:82,1,0,true,54,true
2023-02-11T16:16:42.524:31:82,1,0,true,69,true
2023-02-11T16:16:42.524:31:82,1,0,true,74,true
2023-02-11T16:16:42.524:31:82,1,0,true,78,true
2023-02-11T16:16:42.524:31:82,1,0,true,92,true
2023-02-11T16:16:42.524:31:82,1,0,true,58,true
2023-02-11T16:16:42.524:31:82,1,0,true,78,true
