dateTime,seed1,seed2,key,agtCnt,withdrawalPeriods,reserveRatio,loP,hiP,depositParam,graphType,graphParamA,graphParamB,exogP,depth,distributionType,distributionParamA,distributionParamB,complete
2023-02-11T16:16:42.524,31,82,2023-02-11T16:16:42.524:31:82,100,1,0.7,0.01,0.1,1.5,Complete,0.95,0.25,0.09,10000,Gamma,12.0,5.5,false
