2023-02-11T15:39:33.109:70:9,1,209,0.03925122508774707
2023-02-11T15:39:33.109:70:9,2,163,0.08745247650754745
2023-02-11T15:39:33.109:70:9,3,274,0.01057420935351188
2023-02-11T15:39:33.109:70:9,4,265,0.022310560479652748
2023-02-11T15:39:33.109:70:9,5,202,0.03165955249818619
2023-02-11T15:39:33.109:70:9,6,341,0.027084905579916795
2023-02-11T15:39:33.109:70:9,7,181,0.08129406287317836
2023-02-11T15:39:33.109:70:9,8,200,0.05494210512446005
2023-02-11T15:39:33.109:70:9,9,204,0.07767398509754148
2023-02-11T15:39:33.109:70:9,10,202,0.034677467570707415
2023-02-11T15:39:33.109:70:9,11,239,0.05902554835630372
2023-02-11T15:39:33.109:70:9,12,187,0.025530926407640465
2023-02-11T15:39:33.109:70:9,13,267,0.015168943556149277
2023-02-11T15:39:33.109:70:9,14,243,0.0108987367492444
2023-02-11T15:39:33.109:70:9,15,221,0.034945753845809446
2023-02-11T15:39:33.109:70:9,16,282,0.06830479804985583
2023-02-11T15:39:33.109:70:9,17,352,0.07607395776875635
2023-02-11T15:39:33.109:70:9,18,233,0.018119841315289348
2023-02-11T15:39:33.109:70:9,19,241,0.0853379965629486
2023-02-11T15:39:33.109:70:9,20,188,0.012997896353153132
2023-02-11T15:39:33.109:70:9,21,182,0.042913746180186285
2023-02-11T15:39:33.109:70:9,22,368,0.042999996386034904
2023-02-11T15:39:33.109:70:9,23,267,0.09086983745041301
2023-02-11T15:39:33.109:70:9,24,164,0.08488865265148425
2023-02-11T15:39:33.109:70:9,25,275,0.01082351667375118
2023-02-11T15:39:33.109:70:9,26,263,0.03717939072391033
2023-02-11T15:39:33.109:70:9,27,140,0.09578952306138416
2023-02-11T15:39:33.109:70:9,28,237,0.026141055984336657
2023-02-11T15:39:33.109:70:9,29,234,0.034540877272286205
2023-02-11T15:39:33.109:70:9,30,257,0.023873537525728777
