2023-02-11T15:38:19.276:2:97,1,470906,0.07126727558398466
2023-02-11T15:38:19.276:2:97,2,25,0.08260585007774326
2023-02-11T15:38:19.276:2:97,3,125,0.08802485468789606
2023-02-11T15:38:19.276:2:97,4,20,0.049860256385056444
2023-02-11T15:38:19.276:2:97,5,48,0.07591070074009998
2023-02-11T15:38:19.276:2:97,6,19,0.0644217482238398
2023-02-11T15:38:19.276:2:97,7,19,0.048581618965776556
2023-02-11T15:38:19.276:2:97,8,28,0.04485187390149469
2023-02-11T15:38:19.276:2:97,9,84126,0.08590123249437981
2023-02-11T15:38:19.276:2:97,10,20,0.0734290273734512
2023-02-11T15:38:19.276:2:97,11,14,0.0619689964272167
2023-02-11T15:38:19.276:2:97,12,27,0.08369383837051815
2023-02-11T15:38:19.276:2:97,13,894,0.07664654198700982
2023-02-11T15:38:19.276:2:97,14,408,0.07848040743647483
2023-02-11T15:38:19.276:2:97,15,85,0.08953627669903877
2023-02-11T15:38:19.276:2:97,16,21,0.0888309344920505
2023-02-11T15:38:19.276:2:97,17,14,0.06216969035738408
2023-02-11T15:38:19.276:2:97,18,128,0.04928968162464336
2023-02-11T15:38:19.276:2:97,19,2990,0.02266754199174261
2023-02-11T15:38:19.276:2:97,20,24,0.06281430199663438
2023-02-11T15:38:19.276:2:97,21,99,0.05076909396637637
2023-02-11T15:38:19.276:2:97,22,44,0.09632644844345997
2023-02-11T15:38:19.276:2:97,23,199,0.0801952171708641
2023-02-11T15:38:19.276:2:97,24,19,0.014772003608053464
2023-02-11T15:38:19.276:2:97,25,854,0.036247672244152845
2023-02-11T15:38:19.276:2:97,26,198,0.06978050689569912
2023-02-11T15:38:19.276:2:97,27,29,0.01758193604026962
2023-02-11T15:38:19.276:2:97,28,79,0.05222380482213034
2023-02-11T15:38:19.276:2:97,29,13,0.040015535592484386
2023-02-11T15:38:19.276:2:97,30,621,0.019129829941140267
2023-02-11T15:38:19.276:2:97,31,2235,0.09380357023071917
2023-02-11T15:38:19.276:2:97,32,65,0.08401774998533416
2023-02-11T15:38:19.276:2:97,33,44,0.04324590885538771
2023-02-11T15:38:19.276:2:97,34,31,0.041385680763373435
2023-02-11T15:38:19.276:2:97,35,21,0.08722350902657713
2023-02-11T15:38:19.276:2:97,36,74,0.016568581519314996
2023-02-11T15:38:19.276:2:97,37,17,0.030046666180888165
2023-02-11T15:38:19.276:2:97,38,20,0.05249887031672251
2023-02-11T15:38:19.276:2:97,39,23,0.06788426636547108
2023-02-11T15:38:19.276:2:97,40,406,0.09451467353477325
2023-02-11T15:38:19.276:2:97,41,78,0.05052895808686094
2023-02-11T15:38:19.276:2:97,42,30,0.054654571473781874
2023-02-11T15:38:19.276:2:97,43,19,0.07218055104676577
2023-02-11T15:38:19.276:2:97,44,19,0.049570833034087804
2023-02-11T15:38:19.276:2:97,45,2151,0.07814487592501806
2023-02-11T15:38:19.276:2:97,46,18,0.07503754769680446
2023-02-11T15:38:19.276:2:97,47,18,0.09268236600695534
2023-02-11T15:38:19.276:2:97,48,46,0.07734889911176634
2023-02-11T15:38:19.276:2:97,49,21,0.011944340842501889
2023-02-11T15:38:19.276:2:97,50,31,0.05669219231721517
2023-02-11T15:38:19.276:2:97,51,310,0.04814619628437891
